HS 1996 Product Code,HS 1996 Product Description,CPC Product Code,CPC Product Description
381400,"Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers.",3511,"Paints and varnishes (including enamels and lacquers); prepared pigments, prepared opacifiers"
381511,Supported catalysts :-- With nickel or nickel compounds as the active substance,3549,Other chemical products n.e.c.
381512,Supported catalysts :-- With precious metal or precious metal compounds as the active substance,3549,Other chemical products n.e.c.
381519,Supported catalysts :-- Other,3549,Other chemical products n.e.c.
381590,Other,3549,Other chemical products n.e.c.
381600,"Refractory cements, mortars, concretes and similar compositions, other than products of heading No. 38.01.",3733,"Refractory cements, mortars, concretes and similar compositions n.e.c."
381710,Mixed alkylbenzenes,3549,Other chemical products n.e.c.
381720,Mixed alkylnaphthalenes,3549,Other chemical products n.e.c.
381800,"Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics.",3547,Chemical elements and compounds doped for use in electronics
381900,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals.",3543,"Lubricating preparations and preparations of a kind for the oil or grease treatment of materials,"
382000,Anti-freezing preparations and prepared de-icing fluids.,3543,"Lubricating preparations and preparations of a kind for the oil or grease treatment of materials,"
382100,Prepared culture media for development of micro-organisms.,3544,Modelling pastes; dental wax or dental impression compounds; other
382200,"Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading No. 30.02 or 30.06.",3544,Modelling pastes; dental wax or dental impression compounds; other
382311,Industrial monocarboxylic fatty acids; acid oils from refining :-- Stearic acid,3412,Industrial monocarboxylic fatty acids; acid oils from refining
382312,Industrial monocarboxylic fatty acids; acid oils from refining :-- Oleic acid,3412,Industrial monocarboxylic fatty acids; acid oils from refining
382313,Industrial monocarboxylic fatty acids; acid oils from refining :-- Tall oil fatty acids,3412,Industrial monocarboxylic fatty acids; acid oils from refining
382319,Industrial monocarboxylic fatty acids; acid oils from refining :-- Other,3412,Industrial monocarboxylic fatty acids; acid oils from refining
382370,Industrial fatty alcohols,3412,Industrial monocarboxylic fatty acids; acid oils from refining
382410,Prepared binders for foundry moulds or cores,3549,Other chemical products n.e.c.
382420,"Naphthenic acids, their water-insoluble salts and their esters",3549,Other chemical products n.e.c.
382430,Non-agglomerated metal carbides mixed together or with metallic binders,3549,Other chemical products n.e.c.
382440,"Prepared additives for cements, mortars or concretes",3549,Other chemical products n.e.c.
382450,Non-refractory mortars and concretes,3751,Non-refractory mortars and concretes
382460,Sorbitol other than that of subheading No. 2905.44,3549,Other chemical products n.e.c.
382471,Mixtures containing perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens :-- Containing acyclic hydrocarbons perhalogenated only with fluorine and chlorine,3549,Other chemical products n.e.c.
382479,Mixtures containing perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens :-- Other,3549,Other chemical products n.e.c.
382490,Other,3549,Other chemical products n.e.c.
390110,Polyethylene having a specific gravity of less than 0.94,3471,"Polymers of ethylene, in primary forms"
390120,Polyethylene having a specific gravity of 0.94 or more,3471,"Polymers of ethylene, in primary forms"
390130,Ethylene-vinyl acetate copolymers,3471,"Polymers of ethylene, in primary forms"
390190,Other,3471,"Polymers of ethylene, in primary forms"
390210,Polypropylene,3479,Other plastics in primary forms; ion exchangers
390220,Polyisobutylene,3479,Other plastics in primary forms; ion exchangers
390230,Propylene copolymers,3479,Other plastics in primary forms; ion exchangers
390290,Other,3479,Other plastics in primary forms; ion exchangers
390311,Polystyrene :-- Expansible,3472,"Polymers of styrene, in primary forms"
390319,Polystyrene :-- Other,3472,"Polymers of styrene, in primary forms"
390320,Styrene-acrylonitrile (SAN) copolymers,3472,"Polymers of styrene, in primary forms"
390330,Acrylonitrile-butadiene-styrene (ABS) copolymers,3472,"Polymers of styrene, in primary forms"
390390,Other,3472,"Polymers of styrene, in primary forms"
390410,"Polyvinyl chloride, not mixed with any other substances",3473,"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
390421,Other polyvinyl chloride :-- Non-plasticised,3473,"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
390422,Other polyvinyl chloride :-- Plasticised,3473,"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
390430,Vinyl chloride-vinyl acetate copolymers,3473,"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
390440,Other vinyl chloride copolymers,3473,"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
390450,Vinylidene chloride polymers,3473,"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
390461,Fluoro-polymers :-- Polytetrafluoroethylene,3473,"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
390469,Fluoro-polymers :-- Other,3473,"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
390490,Other,3473,"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
390512,Polyvinyl acetate :-- In aqueous dispersion,3479,Other plastics in primary forms; ion exchangers
390519,Polyvinyl acetate :-- Other,3479,Other plastics in primary forms; ion exchangers
390521,Vinyl acetate copolymers :-- In aqueous dispersion,3479,Other plastics in primary forms; ion exchangers
390529,Vinyl acetate copolymers :-- Other,3479,Other plastics in primary forms; ion exchangers
390530,"Polyvinyl alcohol, whether or not containing unhydrolysed acetate groups",3479,Other plastics in primary forms; ion exchangers
390591,Other :-- Copolymers,3479,Other plastics in primary forms; ion exchangers
390599,Other,3479,Other plastics in primary forms; ion exchangers
390610,Polymethyl methacrylate,3479,Other plastics in primary forms; ion exchangers
390690,Other,3479,Other plastics in primary forms; ion exchangers
390710,Polyacetals,3474,"Polyacetals, other polyethers and epoxide resins, in primary forms;"
390720,Other polyethers,3474,"Polyacetals, other polyethers and epoxide resins, in primary forms;"
390730,Epoxide resins,3474,"Polyacetals, other polyethers and epoxide resins, in primary forms;"
390740,Polycarbonates,3474,"Polyacetals, other polyethers and epoxide resins, in primary forms;"
390750,Alkyd resins,3474,"Polyacetals, other polyethers and epoxide resins, in primary forms;"
390760,Polyethylene terephthalate,3474,"Polyacetals, other polyethers and epoxide resins, in primary forms;"
390791,Other polyesters :-- Unsaturated,3474,"Polyacetals, other polyethers and epoxide resins, in primary forms;"
390799,Other polyesters :-- Other,3474,"Polyacetals, other polyethers and epoxide resins, in primary forms;"
390810,"Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",3479,Other plastics in primary forms; ion exchangers
390890,Other,3479,Other plastics in primary forms; ion exchangers
390910,Urea resins; thiourea resins,3479,Other plastics in primary forms; ion exchangers
390920,Melamine resins,3479,Other plastics in primary forms; ion exchangers
390930,Other amino-resins,3479,Other plastics in primary forms; ion exchangers
390940,Phenolic resins,3479,Other plastics in primary forms; ion exchangers
390950,Polyurethanes,3479,Other plastics in primary forms; ion exchangers
391000,Silicones in primary forms.,3479,Other plastics in primary forms; ion exchangers
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",3479,Other plastics in primary forms; ion exchangers
391190,Other,3479,Other plastics in primary forms; ion exchangers
391211,Cellulose acetates :-- Non-plasticised,3479,Other plastics in primary forms; ion exchangers
391212,Cellulose acetates :-- Plasticised,3479,Other plastics in primary forms; ion exchangers
391220,Cellulose nitrates (including collodions),3479,Other plastics in primary forms; ion exchangers
391231,Cellulose ethers :-- Carboxymethylcellulose and its salts,3479,Other plastics in primary forms; ion exchangers
391239,Cellulose ethers :-- Other,3479,Other plastics in primary forms; ion exchangers
391290,Other,3479,Other plastics in primary forms; ion exchangers
391310,"Alginic acid, its salts and esters",3479,Other plastics in primary forms; ion exchangers
391390,Other,3479,Other plastics in primary forms; ion exchangers
391400,"Ion-exchangers based on polymers of headings Nos. 39.01 to 39.13, in primary forms.",3479,Other plastics in primary forms; ion exchangers
391510,Of polymers of ethylene,3927,"Waste, parings and scrap of plastics"
391520,Of polymers of styrene,3927,"Waste, parings and scrap of plastics"
391530,Of polymers of vinyl chloride,3927,"Waste, parings and scrap of plastics"
391590,Of other plastics,3927,"Waste, parings and scrap of plastics"
391610,Of polymers of ethylene,3631,"Monofilament of which any cross- sectional dimension exceeds 1 mm, rods, sticks and profile shapes,"
391620,Of polymers of vinyl chloride,3631,"Monofilament of which any cross- sectional dimension exceeds 1 mm, rods, sticks and profile shapes,"
391690,Of other plastics,3631,"Monofilament of which any cross- sectional dimension exceeds 1 mm, rods, sticks and profile shapes,"
391710,Artificial guts (sausage casings) of hardened protein or of cellulosic materials,3632,"Tubes, pipes and hoses, and fittings therefor, of plastics"
391721,"Tubes, pipes and hoses, rigid :-- Of polymers of ethylene",3632,"Tubes, pipes and hoses, and fittings therefor, of plastics"
391722,"Tubes, pipes and hoses, rigid :-- Of polymers of propylene",3632,"Tubes, pipes and hoses, and fittings therefor, of plastics"
391723,"Tubes, pipes and hoses, rigid :-- Of polymers of vinyl chloride",3632,"Tubes, pipes and hoses, and fittings therefor, of plastics"
391729,"Tubes, pipes and hoses, rigid :-- Of other plastics",3632,"Tubes, pipes and hoses, and fittings therefor, of plastics"
391731,"Tubes, pipes and hoses, rigid :-- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",3632,"Tubes, pipes and hoses, and fittings therefor, of plastics"
391732,"Tubes, pipes and hoses, rigid :-- Other, not reinforced or otherwise combined with other materials, without fittings",3632,"Tubes, pipes and hoses, and fittings therefor, of plastics"
391733,"Tubes, pipes and hoses, rigid :-- Other, not reinforced or otherwise combined with other materials, with fittings",3632,"Tubes, pipes and hoses, and fittings therefor, of plastics"
391739,"Tubes, pipes and hoses, rigid :-- Other",3632,"Tubes, pipes and hoses, and fittings therefor, of plastics"
391740,Fittings,3632,"Tubes, pipes and hoses, and fittings therefor, of plastics"
391810,Of polymers of vinyl chloride,3691,"Floor coverings of plastics, in rolls or in the form of tiles; wall or"
391890,Of other plastics,3691,"Floor coverings of plastics, in rolls or in the form of tiles; wall or"
391910,In rolls of a width not exceeding 20 cm,3692,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat"
391990,Other,3692,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat"
392010,Of polymers of ethylene,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392020,Of polymers of propylene,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392030,Of polymers of styrene,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392041,Of polymers of vinyl chloride :-- Rigid,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392042,Of polymers of vinyl chloride :-- Flexible,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392051,Of acrylic polymers :-- Of polymethyl methacrylate,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392059,Of acrylic polymers :-- Other,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392061,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters :-- Of polycarbonates",3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392062,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters :-- Of polyethylene terephthalate",3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392063,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters :-- Of unsaturated polyesters",3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392069,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters :-- Of other polyesters",3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392071,Of cellulose or its chemical derivatives :-- Of regenerated cellulose,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392072,Of cellulose or its chemical derivatives :-- Of vulcanised fibre,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392073,Of cellulose or its chemical derivatives :-- Of cellulose acetate,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392079,Of cellulose or its chemical derivatives :-- Of other cellulose derivatives,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392091,Of other plastics :-- Of polyvinyl butyral,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392092,Of other plastics :-- Of polyamides,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392093,Of other plastics :-- Of amino-resins,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392094,Of other plastics :-- Of phenolic resins,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392099,Of other plastics :-- Of other plastics,3633,"Plates, sheets, film, foil and strip, of plastics, not self-adhesive,"
392111,Cellular :-- Of polymers of styrene,3639,"Other plates, sheets, film, foil and strip, of plastics"
392112,Cellular :-- Of polymers of vinyl chloride,3639,"Other plates, sheets, film, foil and strip, of plastics"
392113,Cellular :-- Of polyurethanes,3639,"Other plates, sheets, film, foil and strip, of plastics"
392114,Cellular :-- Of regenerated cellulose,3639,"Other plates, sheets, film, foil and strip, of plastics"
392119,Cellular :-- Of other plastics,3639,"Other plates, sheets, film, foil and strip, of plastics"
392190,Other,3639,"Other plates, sheets, film, foil and strip, of plastics"
392210,"Baths, shower-baths and wash-basins",3693,"Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar"
392220,Lavatory seats and covers,3693,"Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar"
392290,Other,3693,"Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar"
392310,"Boxes, cases, crates and similar articles",3649,"Other articles for the conveyance or packing of goods, of plastics;"
392321,Sacks and bags (including cones) :-- Of polymers of ethylene,3641,"Sacks and bags, of plastics"
392329,Sacks and bags (including cones) :-- Of other plastics,3641,"Sacks and bags, of plastics"
392330,"Carboys, bottles, flasks and similar articles",3649,"Other articles for the conveyance or packing of goods, of plastics;"
392340,"Spools, cops, bobbins and similar supports",3649,"Other articles for the conveyance or packing of goods, of plastics;"
392350,"Stoppers, lids, caps and other closures",3649,"Other articles for the conveyance or packing of goods, of plastics;"
392390,Other,3649,"Other articles for the conveyance or packing of goods, of plastics;"
392410,Tableware and kitchenware,3694,"Tableware, kitchenware, other household articles and toilet articles, of plastics"
392490,Other,3694,"Tableware, kitchenware, other household articles and toilet articles, of plastics"
392510,"Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",3695,Builders' ware of plastics n.e.c.
392520,"Doors, windows and their frames and thresholds for doors",3695,Builders' ware of plastics n.e.c.
392530,"Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",3695,Builders' ware of plastics n.e.c.
392590,Other,3695,Builders' ware of plastics n.e.c.
392610,Office or school supplies,3699,Articles of plastics n.e.c.
392620,Articles of apparel and clothing accessories (including gloves),28243,Apparel and clothing accessories of plastics (incl. gloves)
392630,"Fittings for furniture, coachwork of the like",3699,Articles of plastics n.e.c.
392640,Statuettes and other ornamental articles,3699,Articles of plastics n.e.c.
392690,Other,3699,Articles of plastics n.e.c.
400110,"Natural rubber latex, whether or not pre-vulcanised",0321,"Natural rubber in primary forms or in plates, sheets or strip"
400121,Natural rubber in other forms :-- Smoked sheets,0321,"Natural rubber in primary forms or in plates, sheets or strip"
400122,Natural rubber in other forms :-- Technically specified natural rubber (TSNR),0321,"Natural rubber in primary forms or in plates, sheets or strip"
400129,Natural rubber in other forms :-- Other,0321,"Natural rubber in primary forms or in plates, sheets or strip"
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums",0322,"Balata, gutta-percha, guayule, chicle and similar natural gums"
400211,Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR) :-- Latex,348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400219,Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR) :-- Other,348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400220,Butadiene rubber (BR),348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400231,Isobutene-isoprene (butyl) rubber (IIR); halo-isobutene-isoprene rubber (CIIR or BIIR) :-- Isobutene-isoprene (butyl) rubber (IIR),348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400239,Isobutene-isoprene (butyl) rubber (IIR); halo-isobutene-isoprene rubber (CIIR or BIIR) :-- Other,348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400241,Chloroprene (chlorobutadiene) rubber (CR) :-- Latex,348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400249,Chloroprene (chlorobutadiene) rubber (CR) :-- Other,348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400251,Acrylonitrile-butadiene rubber (NBR) :-- Latex,348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400259,Acrylonitrile-butadiene rubber (NBR) :-- Other,348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400260,Isoprene rubber (IR),348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400270,Ethylene-propylene-non-conjugated diene rubber (EPDM),348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400280,Mixtures of any product of heading No. 40.01 with any product of this heading,348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400291,Other :-- Latex,348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400299,Other,348,"Synthetic rubber and factice derived from oils, and mixtures thereof with"
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip.",3621,Reclaimed rubber
400400,"Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom.",3925,"Waste, parings and scrap of rubber (except hard rubber) and powders"
400510,Compounded with carbon black or silica,3622,"Unvulcanised compounded rubber, in primary forms or in plates, sheets or"
400520,Solutions; dispersions other than those of subheading No. 4005.10,3622,"Unvulcanised compounded rubber, in primary forms or in plates, sheets or"
400591,"Other :-- Plates, sheets and strip",3622,"Unvulcanised compounded rubber, in primary forms or in plates, sheets or"
400599,Other,3622,"Unvulcanised compounded rubber, in primary forms or in plates, sheets or"
400610,Camel-back strips for retreading rubber tyres,36115,Camel-back strips for retreading rubber tyres
400690,Other,3622,"Unvulcanised compounded rubber, in primary forms or in plates, sheets or"
400700,Vulcanised rubber thread and cord.,3622,"Unvulcanised compounded rubber, in primary forms or in plates, sheets or"
400811,"Of cellular rubber :-- Plates, sheets and strip",3622,"Unvulcanised compounded rubber, in primary forms or in plates, sheets or"
400819,Of cellular rubber :-- Other,3622,"Unvulcanised compounded rubber, in primary forms or in plates, sheets or"
400821,"Of non-cellular rubber :-- Plates, sheets and strip",3622,"Unvulcanised compounded rubber, in primary forms or in plates, sheets or"
400829,Of non-cellular rubber :-- Other,3622,"Unvulcanised compounded rubber, in primary forms or in plates, sheets or"
400910,"Not reinforced or otherwise combined with other materials, without fittings",3623,"Tubes, pipes and hoses of vulcanised rubber other than hard rubber"
400920,"Reinforced or otherwise combined only with metal, without fittings",3623,"Tubes, pipes and hoses of vulcanised rubber other than hard rubber"
400930,"Reinforced or otherwise combined only with textile materials, without fittings",3623,"Tubes, pipes and hoses of vulcanised rubber other than hard rubber"
400940,"Reinforced or otherwise combined with other materials, without fittings",3623,"Tubes, pipes and hoses of vulcanised rubber other than hard rubber"
400950,With fittings,3623,"Tubes, pipes and hoses of vulcanised rubber other than hard rubber"
401011,Conveyor belts or belting :-- Reinforced only with metal,3624,"Conveyor or transmission belts or belting, of vulcanised rubber"
401012,Conveyor belts or belting :-- Reinforced only with textile materials,3624,"Conveyor or transmission belts or belting, of vulcanised rubber"
401013,Conveyor belts or belting :-- Reinforced only with plastics,3624,"Conveyor or transmission belts or belting, of vulcanised rubber"
401019,Conveyor belts or belting :-- Other,3624,"Conveyor or transmission belts or belting, of vulcanised rubber"
401021,"Transmission belts or belting :-- Endless transmission belts of trapezoidal cross-section (V-belts), whether or not grooved, of a circumference exceeding 60 cm but not exceeding 180 cm",3624,"Conveyor or transmission belts or belting, of vulcanised rubber"
401022,"Transmission belts or belting :-- Endless transmission belts of trapezoidal cross-section (V-belts), whether or not grooved, of a circumference exceeding 180 cm but not exceeding 240 cm",3624,"Conveyor or transmission belts or belting, of vulcanised rubber"
401023,"Transmission belts or belting :-- Endless synchronous belts, of a circumference exceeding 60 cm but not exceeding 150 cm",3624,"Conveyor or transmission belts or belting, of vulcanised rubber"
401024,"Transmission belts or belting :-- Endless synchronous belts, of a circumference exceeding 150 cm but not exceeding 198 cm",3624,"Conveyor or transmission belts or belting, of vulcanised rubber"
401029,Transmission belts or belting :-- Other,3624,"Conveyor or transmission belts or belting, of vulcanised rubber"
401110,Of a kind used on motor cars (including station wagons and racing cars),36111,"New pneumatic tyres, of rubber, of a kind used on motor cars"
401120,Of a kind used on buses or lorries,36113,"Other new pneumatic tyres, of rubber"
401130,Of a kind used on aircraft,36113,"Other new pneumatic tyres, of rubber"
401140,Of a kind used on motorcycles,36112,"New pneumatic tyres, of rubber, of a kind used on motor cycles or bicycles"
401150,Of a kind used on bicycles,36112,"New pneumatic tyres, of rubber, of a kind used on motor cycles or bicycles"
401191,Other :-- Having a herring-bone or similar tread,36113,"Other new pneumatic tyres, of rubber"
401199,Other,36113,"Other new pneumatic tyres, of rubber"
401210,Retreaded tyres,3612,"Retreaded pneumatic tyres, of rubber"
401220,Used pneumatic tyres,3926,Used pneumatic tyres of rubber
401290,Other,36114,"Inner tubes, solid or cushion tyres, interchangeable tyre treads and"
401310,"Of a kind used on motor cars (including station wagons and racing cars), buses or lorries",36114,"Inner tubes, solid or cushion tyres, interchangeable tyre treads and"
401320,Of a kind used on bicycles,36114,"Inner tubes, solid or cushion tyres, interchangeable tyre treads and"
401390,Other,36114,"Inner tubes, solid or cushion tyres, interchangeable tyre treads and"
401410,Sheath contraceptives,3627,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber
401490,Other,3627,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber
401511,Gloves :-- Surgical,3626,Articles of apparel and clothing accessories (including gloves) of vulcanised rubber other than hard
401519,Gloves :-- Other,3626,Articles of apparel and clothing accessories (including gloves) of vulcanised rubber other than hard
401590,Other,3626,Articles of apparel and clothing accessories (including gloves) of vulcanised rubber other than hard
401610,Of cellular rubber,3627,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber
401691,Other :-- Floor coverings and mats,3627,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber
401692,Other :-- Erasers,3627,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber
401693,"Other :-- Gaskets, washers and other seals",3627,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber
401694,"Other :-- Boat or dock fenders, whether or not inflatable",3627,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber
401695,Other inflatable articles,3627,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber
401699,Other,3627,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber
401700,"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber.",3627,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber
410110,"Whole hides and skins of bovine animals, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 14 kg when fresh, wet-salted or otherwise preserved",02971,"Raw hides and skins of bovine or equine animals, sheep or lambs, goats or kids"
410121,"Other hides and skins of bovine animals, fresh or wet-salted :-- Whole",02971,"Raw hides and skins of bovine or equine animals, sheep or lambs, goats or kids"
410122,"Other hides and skins of bovine animals, fresh or wet-salted :-- Butts and bends",02971,"Raw hides and skins of bovine or equine animals, sheep or lambs, goats or kids"
410129,"Other hides and skins of bovine animals, fresh or wet-salted :-- Other",02971,"Raw hides and skins of bovine or equine animals, sheep or lambs, goats or kids"
410130,"Other hides and skins of bovine animals, otherwise preserved",02971,"Raw hides and skins of bovine or equine animals, sheep or lambs, goats or kids"
410140,Hides and skins of equine animals,02971,"Raw hides and skins of bovine or equine animals, sheep or lambs, goats or kids"
410210,With wool on,02971,"Raw hides and skins of bovine or equine animals, sheep or lambs, goats or kids"
410221,Without wool on :-- Pickled,02971,"Raw hides and skins of bovine or equine animals, sheep or lambs, goats or kids"
410229,Without wool on :-- Other,02971,"Raw hides and skins of bovine or equine animals, sheep or lambs, goats or kids"
410310,Of goats or kids,02971,"Raw hides and skins of bovine or equine animals, sheep or lambs, goats or kids"
410320,Of reptiles,02974,"Raw skins of other animals n.e.c. (fresh or preserved, but not further"
410390,Other,02974,"Raw skins of other animals n.e.c. (fresh or preserved, but not further"
410410,"Whole bovine skin leather, of a unit surface area not exceeding 28 square feet (2.6 m2)",2912,"Other leather, of bovine or equine animals, without hair on"
410421,"Other bovine leather and equine leather, tanned or retanned but not further prepared, whether or not split :-- Bovine leather, vegetable pre-tanned",2912,"Other leather, of bovine or equine animals, without hair on"
410422,"Other bovine leather and equine leather, tanned or retanned but not further prepared, whether or not split :-- Bovine leather, otherwise pre-tanned",2912,"Other leather, of bovine or equine animals, without hair on"
410429,"Other bovine leather and equine leather, tanned or retanned but not further prepared, whether or not split :-- Other",2912,"Other leather, of bovine or equine animals, without hair on"
410431,"Other bovine leather and equine leather, parchment-dressed or prepared after tanning :-- Full grains and full grain splits",2912,"Other leather, of bovine or equine animals, without hair on"
410439,"Other bovine leather and equine leather, parchment-dressed or prepared after tanning :-- Other",2912,"Other leather, of bovine or equine animals, without hair on"
410511,"Tanned or retanned but not further prepared, whether or not split :-- Vegetable pre-tanned",2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410512,"Tanned or retanned but not further prepared, whether or not split :-- Otherwise pre-tanned",2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410519,"Tanned or retanned but not further prepared, whether or not split :-- Other",2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410520,Parchment-dressed or prepared after tanning,2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410611,"Tanned or retanned but not further prepared, whether or not split :-- Vegetable pre-tanned",2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410612,"Tanned or retanned but not further prepared, whether or not split :-- Otherwise pre-tanned",2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410619,"Tanned or retanned but not further prepared, whether or not split :-- Other",2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410620,Parchment-dressed or prepared after tanning,2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410710,Of swine,2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410721,Of reptiles :-- Vegetable pre-tanned,2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410729,Of reptiles :-- Other,2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410790,Of other animals,2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
410800,Chamois (including combination chamois) leather.,2911,Chamois leather; patent leather and patent laminated leather; metallised
410900,Patent leather and patent laminated leather; metallised leather.,2911,Chamois leather; patent leather and patent laminated leather; metallised
411000,"Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour.",3922,"Waste of leather, leather dust, powder and flour"
411100,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls.",2913,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather"
420100,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material.",2921,"Saddlery and harness, for any animal, of any material"
420211,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers :--With outer surface of leather, of composition leather or of patent leather",2922,"Luggage, handbags and the like, of leather, composition leather, plastic"
